Unnamed: 0,NAME,InChIKey,Precursor_type,Spectrum_type,PrecursorMZ,Ion_mode,Collision_energy,Formula,MW,ExactMass,SMILES,InChI,computedSMILES,RT,NumPeaks,Peaks
116,3-GluA Soyasapogenol B,NARQRJFIZNOSJV-JMMGJMLBSA-N,[M-H]-,MS2,633.4006,N,42.5041,C36H58O9,634,634.4080834,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)O)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)C(=O)O,"InChI=1S/C36H58O9/c1-31(2)16-20-19-8-9-22-33(4)12-11-24(44-30-27(41)25(39)26(40)28(45-30)29(42)43)34(5,18-37)21(33)10-13-36(22,7)35(19,6)15-14-32(20,3)23(38)17-31/h8,20-28,30,37-41H,9-18H2,1-7H3,(H,42,43)/t20-,21?,22?,23+,24-,25-,26-,27+,28-,30+,32+,33-,34+,35+,36+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O,1165.8,4,"['113.0237 13.513514', '633.4006 100.000000', '634.4025 36.836837', '635.4066 9.009009']"
528,Acacetin-5-O-xyloside,NCCOYBTYDAMVTO-ZQEFQCJFSA-N,[M-H]-,MS2,415.1041,N,40,C21H20O9,416,416.1107322,O=C1C=C(OC2=CC(O)=CC(OC3OCC(O)C(O)C3O)=C12)C=4C=CC(OC)=CC4,"InChI=1S/C21H20O9/c1-27-12-4-2-10(3-5-12)15-8-13(23)18-16(29-15)6-11(22)7-17(18)30-21-20(26)19(25)14(24)9-28-21/h2-8,14,19-22,24-26H,9H2,1H3/t14-,19+,20-,21+/m1/s1",O=C1C=C(OC2=CC(O)=CC(OC3OCC(O)C(O)C3O)=C12)C=4C=CC(OC)=CC4,623.4,16,"['224.0459 1.801802', '239.0344 4.404404', '239.0698 3.403403', '240.0405 1.501502', '252.0407 1.401401', '254.0583 1.801802', '255.0643 1.301301', '267.0285 3.303303', '268.0372 75.075075', '269.0416 10.010010', '270.0428 1.701702', '282.0522 2.502503', '283.0609 100.000000', '284.0648 13.613614', '285.0642 1.301301', '415.1041 1.001001']"
144,4'-O-(2'-E-Coumaroyl GluA)(1-2)GluA) Apigenin,NCJNNMWJQIKYLO-FRVSQPBBSA-N,[M-H]-,MS2,767.146,N,47.5185,C36H32O19,768,768.1537788,c1(cc(c2c(c1)oc(cc2=O)c1ccc(cc1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)OC(=O)/C=C/c1ccc(cc1)O)O)O)C(=O)O)O)O,"InChI=1S/C36H32O19/c37-16-6-1-14(2-7-16)3-10-23(41)52-31-27(44)25(42)30(34(48)49)54-36(31)55-32-28(45)26(43)29(33(46)47)53-35(32)50-18-8-4-15(5-9-18)21-13-20(40)24-19(39)11-17(38)12-22(24)51-21/h1-13,25-32,35-39,42-45H,(H,46,47)(H,48,49)/b10-3+/t25-,26-,27-,28-,29-,30-,31+,32+,35+,36-/m0/s1",O=C(O)C1OC(OC=2C=CC(=CC2)C=3OC=4C=C(O)C=C(O)C4C(=O)C3)C(OC5OC(C(=O)O)C(O)C(O)C5OC(=O)C=CC6=CC=C(O)C=C6)C(O)C1O,458.4,44,"['99.0081 13.713714', '100.0107 0.200200', '111.0095 0.600601', '113.0242 23.623624', '114.0259 0.300300', '115.0032 2.102102', '117.0344 1.101101', '119.0498 23.423423', '120.0534 1.201201', '129.0190 0.700701', '133.0135 0.700701', '139.0030 0.300300', '145.0298 3.003003', '149.0225 0.400400', '151.0028 0.200200', '157.0133 3.703704', '163.0398 73.673674', '164.0417 5.705706', '175.0243 11.011011', '193.0332 3.503504', '201.0413 0.200200', '217.0340 0.300300', '225.0505 0.400400', '225.0571 0.200200', '229.0485 1.701702', '268.0343 1.601602', '269.0450 100.000000', '270.0483 15.615616', '271.0461 4.404404', '289.0555 4.504505', '311.0558 0.200200', '315.0358 1.001001', '321.0599 0.600601', '333.0452 34.234234', '334.0488 3.503504', '335.0479 0.400400', '339.0681 0.400400', '351.0565 15.015015', '352.0574 0.800801', '427.0667 1.001001', '435.0960 0.200200', '497.0918 5.705706', '498.0898 0.400400', '1129.7535 0.200200']"
130,4'-O-(2'-Z-Coumaroyl GluA)(1-2)GluA) Apigenin,NCJNNMWJQIKYLO-WYFUIKBSSA-N,[M-H]-,MS2,767.1554,N,47.5199,C36H32O19,768,768.1537788,c1(cc(c2c(c1)oc(cc2=O)c1ccc(cc1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)OC(=O)/C=C\c1ccc(cc1)O)O)O)C(=O)O)O)O,"InChI=1S/C36H32O19/c37-16-6-1-14(2-7-16)3-10-23(41)52-31-27(44)25(42)30(34(48)49)54-36(31)55-32-28(45)26(43)29(33(46)47)53-35(32)50-18-8-4-15(5-9-18)21-13-20(40)24-19(39)11-17(38)12-22(24)51-21/h1-13,25-32,35-39,42-45H,(H,46,47)(H,48,49)/b10-3-/t25-,26-,27-,28-,29-,30-,31+,32+,35+,36-/m0/s1",O=C(O)C1OC(OC=2C=CC(=CC2)C=3OC=4C=C(O)C=C(O)C4C(=O)C3)C(OC5OC(C(=O)O)C(O)C(O)C5OC(=O)C=CC6=CC=C(O)C=C6)C(O)C1O,517.8,8,"['99.0141 19.519520', '113.0244 25.825826', '119.0499 31.731732', '163.0396 55.755756', '269.0464 100.000000', '270.0503 14.314314', '333.0450 28.728729', '351.0579 17.717718']"
126,3-(Rha(1-2)Glu(1-2)Glu-28-Glu oleanolic acid,NQRGKZPCORAPOM-LRUKXMSVSA-N,[M-H]-,MS2,1087.639,N,59.5365,C54H88O22,1088,1088.576724,C1[C@@H](C(C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)(CCC(C1)(C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C)C)(C)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)O)CO)O)O)CO,"InChI=1S/C54H88O22/c1-23-32(58)36(62)40(66)44(69-23)74-43-39(65)35(61)28(22-57)72-47(43)75-42-38(64)34(60)27(21-56)71-46(42)73-31-12-13-51(6)29(50(31,4)5)11-14-53(8)30(51)10-9-24-25-19-49(2,3)15-17-54(25,18-16-52(24,53)7)48(68)76-45-41(67)37(63)33(59)26(20-55)70-45/h9,23,25-47,55-67H,10-22H2,1-8H3/t23-,25-,26+,27+,28+,29?,30?,31-,32-,33+,34+,35+,36+,37-,38-,39-,40+,41+,42+,43+,44-,45-,46-,47-,51-,52+,53+,54-/m0/s1",O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(C)(C)C6CCC5(C)C4(C)CC2,861.6,3,"['617.4076 80.280280', '779.4578 89.989990', '925.5139 100.000000']"
439,2'-Hydroxy-4-methoxychalcone,NXBNYUSXDBHELA-DHZHZOJOSA-N,[M-H]-,MS2,253.0868,N,20,C16H14O3,254,254.0942943,COc1ccc(cc1)/C=C/C(=O)c2ccccc2O,"InChI=1S/C16H14O3/c1-19-13-9-6-12(7-10-13)8-11-16(18)14-4-2-3-5-15(14)17/h2-11,17H,1H3/b11-8+",O=C(C=CC1=CC=C(OC)C=C1)C=2C=CC=CC2O,1221,7,"['209.0606 3.403403', '221.0590 3.703704', '237.0551 100.000000', '238.0621 65.165165', '239.0642 5.205205', '253.0868 32.832833', '254.0912 5.905906']"
580,Scaposin,NYKXAPFHNLNAIJ-UHFFFAOYSA-N,[M-H]-,MS2,389.0905,N,30,C19H18O9,390,390.0950822,COc1cc(cc(c1OC)O)c2cc(=O)c3c(c(c(c(c3o2)OC)O)OC)O,"InChI=1S/C19H18O9/c1-24-12-6-8(5-10(21)16(12)25-2)11-7-9(20)13-14(22)18(26-3)15(23)19(27-4)17(13)28-11/h5-7,21-23H,1-4H3",O=C1C=C(OC=2C(OC)=C(O)C(OC)=C(O)C12)C=3C=C(O)C(OC)=C(OC)C3,722.4,36,"['229.0132 0.600601', '232.0369 0.300300', '244.0368 1.901902', '245.0084 0.300300', '245.0404 0.300300', '257.0085 0.500501', '260.0318 0.700701', '272.0316 6.506507', '273.0365 0.700701', '275.0543 0.400400', '287.0552 2.102102', '288.0258 0.300300', '288.0586 0.300300', '300.0257 0.600601', '300.9985 0.400400', '312.9972 0.200200', '313.0333 0.700701', '315.0526 0.300300', '316.0210 1.301301', '328.0200 0.400400', '328.9922 1.001001', '329.0268 0.300300', '331.0454 1.001001', '341.0293 0.900901', '342.0320 0.200200', '344.0169 20.220220', '345.0204 2.502503', '346.0217 0.400400', '359.0405 100.000000', '360.0438 10.510511', '361.0458 1.501502', '373.0538 0.500501', '374.0636 14.814815', '375.0667 1.701702', '376.0652 0.200200', '389.0905 0.400400']"
12,4'-O-(GlcA(1-2)GlcA) Apigenin,NZZPSBRODDDVIU-DBFWEQBMSA-N,[M-H]-,MS2,621.1104,N,42.0426,C27H26O17,622,622.1169994,c1(cc(c2c(c1)oc(cc2=O)c1ccc(cc1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)O)O)C(=O)O)O)O,"InChI=1S/C27H26O17/c28-9-5-11(29)15-12(30)7-13(41-14(15)6-9)8-1-3-10(4-2-8)40-27-23(19(34)18(33)22(43-27)25(38)39)44-26-20(35)16(31)17(32)21(42-26)24(36)37/h1-7,16-23,26-29,31-35H,(H,36,37)(H,38,39)/t16-,17-,18-,19-,20+,21-,22-,23+,26-,27+/m0/s1",O=C(O)C1OC(OC2C(O)C(O)C(OC2OC=3C=CC(=CC3)C=4OC=5C=C(O)C=C(O)C5C(=O)C4)C(=O)O)C(O)C(O)C1O,300.24,17,"['99.0072 13.313313', '101.0247 1.301301', '103.0027 7.407407', '113.0237 62.262262', '114.0266 0.700701', '115.0024 2.902903', '117.0193 1.501502', '131.0346 1.301301', '157.0143 4.604605', '175.0235 14.714715', '193.0340 30.330330', '235.0449 5.005005', '269.0442 100.000000', '270.0475 12.812813', '289.0568 8.808809', '351.0558 65.965966', '352.0593 6.306306']"
739,Eriodictyol-7-neohesperidoside,OBKKEZLIABHSGY-DOYQYKRZSA-N,[M-H]-,MS2,595.1686,N,30,C27H32O15,596,596.1741203,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3cc(c4c(c3)O[C@@H](CC4=O)c5ccc(c(c5)O)O)O)CO)O)O)O)O)O,"InChI=1S/C27H32O15/c1-9-20(33)22(35)24(37)26(38-9)42-25-23(36)21(34)18(8-28)41-27(25)39-11-5-14(31)19-15(32)7-16(40-17(19)6-11)10-2-3-12(29)13(30)4-10/h2-6,9,16,18,20-31,33-37H,7-8H2,1H3/t9-,16-,18+,20-,21+,22+,23-,24+,25+,26-,27+/m0/s1",O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=C2OC(C5=CC=C(O)C(O)=C5)C1,330.6,39,"['135.0454 1.201201', '151.0035 2.302302', '161.0253 0.300300', '193.0153 0.200200', '223.0404 0.300300', '235.0252 2.002002', '236.0279 0.400400', '253.0360 0.500501', '271.0558 0.200200', '285.0388 0.300300', '286.0484 0.200200', '287.0566 5.005005', '288.0565 0.600601', '295.0483 0.200200', '297.0635 0.200200', '329.0671 0.500501', '339.0741 1.101101', '340.0742 0.300300', '357.0875 0.200200', '389.0816 0.200200', '429.0851 0.200200', '433.1323 0.200200', '441.1069 0.500501', '449.1131 0.300300', '459.1159 52.552553', '460.1197 9.309309', '461.1198 1.201201', '462.1286 0.200200', '475.1268 0.300300', '476.1239 0.200200', '477.1312 0.200200', '577.1555 0.400400', '578.1681 0.200200', '593.1546 1.001001', '594.1562 0.500501', '595.1686 100.000000', '596.1721 21.921922', '597.1730 3.903904', '598.1756 0.300300']"
522,"3,7,4'-Trihydroxyflavone",OBWHQJYOOCRPST-UHFFFAOYSA-N,[M-H]-,MS2,269.0439,N,30,C15H10O5,270,270.0528234,c1cc(ccc1c2c(c(=O)c3ccc(cc3o2)O)O)O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)15-14(19)13(18)11-6-5-10(17)7-12(11)20-15/h1-7,16-17,19H",O=C1C(O)=C(OC2=CC(O)=CC=C12)C=3C=CC(O)=CC3,478.2,9,"['121.0300 6.806807', '197.0598 6.606607', '223.0404 18.918919', '224.0479 30.030030', '239.0333 11.711712', '240.0420 7.507508', '252.0387 9.009009', '269.0439 100.000000', '270.0468 14.314314']"
907,Demethyl medicarpin,ODMIEGVTNZNSLD-WFASDCNBSA-N,[M-H]-,MS2,255.0656,N,20,C15H12O4,256,256.0735589,c1cc2c(cc1O)O[C@@H]3[C@H]2COc4c3ccc(c4)O,"InChI=1S/C15H12O4/c16-8-2-4-11-13(5-8)18-7-12-10-3-1-9(17)6-14(10)19-15(11)12/h1-6,12,15-17H,7H2/t12-,15-/m0/s1",OC1=CC=C2C(OCC3C4=CC=C(O)C=C4OC23)=C1,493.8,7,"['140.6552 54.154154', '212.0496 26.126126', '213.0514 32.132132', '237.0587 23.223223', '240.0433 46.346346', '242.0458 21.721722', '255.0656 100.000000']"
198,3-O-Neohesperidoside Kaempferol,OHOBPOYHROOXEI-JWMUNMLDSA-N,[M-H]-,MS2,593.1218,N,38.1163,C27H30O15,594,594.1584703,c1(cc(c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)O)CO)c1ccc(cc1)O)O)O,"InChI=1S/C27H30O15/c1-9-17(32)20(35)22(37)26(38-9)42-25-21(36)18(33)15(8-28)40-27(25)41-24-19(34)16-13(31)6-12(30)7-14(16)39-23(24)10-2-4-11(29)5-3-10/h2-7,9,15,17-18,20-22,25-33,35-37H,8H2,1H3/t9-,15+,17-,18+,20+,21-,22+,25+,26-,27-/m0/s1",O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,313.2,92,"['107.0165 0.100100', '107.0196 0.100100', '132.0275 0.100100', '135.0143 0.100100', '151.0104 0.900901', '152.0166 0.100100', '159.0522 0.100100', '163.0099 0.100100', '164.0204 0.100100', '179.0066 0.600601', '180.0123 0.100100', '185.0700 0.100100', '200.0557 0.100100', '211.0506 0.200200', '215.0431 0.100100', '226.0366 0.500501', '227.0449 26.826827', '228.0479 3.903904', '229.0274 0.100100', '229.0586 1.901902', '230.0342 0.100100', '230.0623 0.300300', '231.0395 0.100100', '239.0454 0.700701', '240.0511 0.200200', '241.0244 0.100100', '241.0603 0.200200', '242.0325 0.300300', '243.0403 1.401401', '244.0445 0.300300', '245.0558 0.300300', '254.0336 0.500501', '254.6613 0.100100', '255.0065 0.100100', '255.0408 52.652653', '256.0453 10.410410', '257.0531 2.402402', '258.0555 0.300300', '259.0334 0.100100', '267.0415 0.100100', '270.0259 0.200200', '271.0365 19.319319', '272.0398 3.103103', '273.0445 0.800801', '274.0551 0.100100', '281.0556 0.100100', '282.0287 0.100100', '282.0601 0.100100', '283.0365 2.702703', '283.8749 0.100100', '284.0450 100.000000', '284.6041 0.100100', '285.0498 25.025025', '286.0520 3.303303', '287.0555 0.300300', '287.0663 0.100100', '288.0404 0.100100', '298.0245 0.100100', '299.0328 41.541542', '300.0375 9.309309', '301.0475 24.024024', '302.0517 3.503504', '303.0522 0.600601', '309.0535 0.200200', '310.0527 0.100100', '311.0721 0.100100', '325.0726 0.100100', '326.0566 0.200200', '327.0650 0.500501', '328.0652 0.100100', '339.0704 0.100100', '363.1202 0.100100', '369.0718 0.100100', '393.0812 0.100100', '401.1053 0.100100', '411.0873 0.100100', '429.1004 1.201201', '430.1079 0.500501', '431.1127 0.200200', '431.1241 0.100100', '445.0968 0.600601', '446.0390 0.100100', '446.1058 20.020020', '447.1118 17.517518', '448.1141 3.403403', '449.1171 0.500501', '450.1277 0.100100', '473.1311 0.300300', '593.1782 14.614615', '594.1813 3.603604', '595.1815 0.900901', '596.1843 0.200200']"
941,Spiraeoside,OIUBYZLTFSLSBY-HMGRVEAOSA-N,[M-H]-,MS2,463.1,N,50,C21H20O12,464,464.0954761,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,"InChI=1S/C21H20O12/c22-6-13-15(26)17(28)19(30)21(33-13)32-11-2-1-7(3-9(11)24)20-18(29)16(27)14-10(25)4-8(23)5-12(14)31-20/h1-5,13,15,17,19,21-26,28-30H,6H2/t13-,15-,17+,19-,21-/m1/s1",O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(OC4OC(CO)C(O)C(O)C4O)=C(O)C3,375,21,"['107.0152 12.312312', '121.0298 25.125125', '149.0277 3.503504', '151.0042 100.000000', '152.0091 7.307307', '164.0129 4.004004', '169.0148 3.503504', '178.9995 38.338338', '227.0357 7.607608', '229.0478 8.208208', '243.0306 4.104104', '245.0455 8.208208', '255.0305 7.207207', '271.0262 12.212212', '272.0320 4.004004', '273.0399 9.809810', '283.0272 5.505506', '299.0196 5.405405', '300.0276 87.787788', '301.0344 42.442442', '302.0370 5.505506']"
111,3-(Glucosyl(1-2) glucuronyl)-22-DDMP Soyasapogenol B,OJLGASCOGOIOJR-OASJHIPRSA-N,[M-H]-,MS2,921.4949,N,53.3081,C48H74O17,922,922.4926009,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)O[C@H]1OC(=C(C(=O)C1)O)C)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)C(=O)O,"InChI=1S/C48H74O17/c1-22-32(52)25(51)17-31(60-22)62-30-19-43(2,3)18-24-23-9-10-28-45(5)13-12-29(46(6,21-50)27(45)11-14-48(28,8)47(23,7)16-15-44(24,30)4)63-42-39(36(56)35(55)38(64-42)40(58)59)65-41-37(57)34(54)33(53)26(20-49)61-41/h9,24,26-31,33-39,41-42,49-50,52-57H,10-21H2,1-8H3,(H,58,59)/t24-,26+,27?,28?,29-,30+,31+,33+,34-,35-,36-,37+,38-,39+,41-,42+,44+,45-,46+,47+,48+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(=C(O)C(=O)C7)C)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C1O,1198.2,10,"['99.0094 4.004004', '101.0257 3.703704', '113.0257 6.206206', '125.0257 3.603604', '741.4374 2.502503', '821.4822 2.502503', '921.4949 100.000000', '922.4988 53.353353', '923.5018 14.214214', '924.5069 2.302302']"
109,3-(Galactosyl(1-2) glucuronyl)-22-DDMP Soyasapogenol B,OJLGASCOGOIOJR-QRWYWMMOSA-N,[M-H]-,MS2,921.4919,N,53.3081,C48H74O17,922,922.4926009,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)O[C@H]1OC(=C(C(=O)C1)O)C)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)O)O)C(=O)O,"InChI=1S/C48H74O17/c1-22-32(52)25(51)17-31(60-22)62-30-19-43(2,3)18-24-23-9-10-28-45(5)13-12-29(46(6,21-50)27(45)11-14-48(28,8)47(23,7)16-15-44(24,30)4)63-42-39(36(56)35(55)38(64-42)40(58)59)65-41-37(57)34(54)33(53)26(20-49)61-41/h9,24,26-31,33-39,41-42,49-50,52-57H,10-21H2,1-8H3,(H,58,59)/t24-,26+,27?,28?,29-,30+,31+,33-,34-,35-,36-,37+,38-,39+,41-,42+,44+,45-,46+,47+,48+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(=C(O)C(=O)C7)C)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C1O,1189.2,11,"['99.0100 3.403403', '101.0251 3.703704', '113.0250 5.005005', '119.0352 3.603604', '157.0154 2.902903', '741.4218 2.402402', '821.4692 1.901902', '921.4919 100.000000', '922.4941 51.951952', '923.4956 15.015015', '924.4849 2.802803']"
104,3-Glu(1-2)GluA Soyasapogenol B,OKIHRVKXRCAJFQ-OFOMSTTESA-N,[M-H]-,MS2,795.4572,N,48.5816,C42H68O14,796,796.4609069,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)O)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)C(=O)O,"InChI=1S/C42H68O14/c1-37(2)16-21-20-8-9-24-39(4)12-11-26(40(5,19-44)23(39)10-13-42(24,7)41(20,6)15-14-38(21,3)25(45)17-37)54-36-33(30(49)29(48)32(55-36)34(51)52)56-35-31(50)28(47)27(46)22(18-43)53-35/h8,21-33,35-36,43-50H,9-19H2,1-7H3,(H,51,52)/t21-,22+,23?,24?,25+,26-,27+,28-,29-,30-,31+,32-,33+,35-,36+,38+,39-,40+,41+,42+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C1O,1078.2,3,"['795.4572 100.000000', '796.4595 44.044044', '797.4607 9.509510']"
105,3-Gal(1-2)GluA Soyasapogenol B,OKIHRVKXRCAJFQ-VAJUJSSWSA-N,[M-H]-,MS2,795.4482,N,48.5799,C42H68O14,796,796.4609069,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)O)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)O)O)C(=O)O,"InChI=1S/C42H68O14/c1-37(2)16-21-20-8-9-24-39(4)12-11-26(40(5,19-44)23(39)10-13-42(24,7)41(20,6)15-14-38(21,3)25(45)17-37)54-36-33(30(49)29(48)32(55-36)34(51)52)56-35-31(50)28(47)27(46)22(18-43)53-35/h8,21-33,35-36,43-50H,9-19H2,1-7H3,(H,51,52)/t21-,22+,23?,24?,25+,26-,27-,28-,29-,30-,31+,32-,33+,35-,36+,38+,39-,40+,41+,42+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C1O,1060.8,3,"['795.4529 100.000000', '796.4564 42.842843', '797.4594 4.504505']"
119,3-Rha-Gal-GluA-22-DDMP Soyasaponenol B,ONAAMCDHQSWPDU-NVXZJFILSA-N,[M-H]-,MS2,1067.544,N,58.7829,C54H84O21,1068,1068.55051,C1[C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)([C@@H](CC(C1)(C)C)OC1OC(=C(C(=O)C1)O)C)C)C)C)C)(CO)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)O)CO)O)O)C(=O)O,"InChI=1S/C54H84O21/c1-23-34(58)27(57)18-33(68-23)71-32-20-49(3,4)19-26-25-10-11-30-51(6)14-13-31(52(7,22-56)29(51)12-15-54(30,9)53(25,8)17-16-50(26,32)5)72-48-44(40(64)39(63)42(73-48)45(66)67)75-47-43(38(62)36(60)28(21-55)70-47)74-46-41(65)37(61)35(59)24(2)69-46/h10,24,26,28-33,35-44,46-48,55-56,58-65H,11-22H2,1-9H3,(H,66,67)/t24-,26-,28+,29?,30?,31-,32+,33?,35-,36-,37+,38-,39-,40-,41+,42-,43+,44+,46-,47-,48+,50+,51-,52+,53+,54+/m0/s1",O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(=C(O)C(=O)C7)C)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C1O,1143.6,3,"['1067.540 100.000000', '1068.547 56.156156', '1069.553 19.019019']"
852,Umbelliferone,ORHBXUUXSCNDEV-UHFFFAOYSA-N,[M-H]-,MS2,161.0244,N,30,C9H6O3,162,162.0316941,c1cc(cc2c1ccc(=O)o2)O,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",O=C1OC=2C=C(O)C=CC2C=C1,235.8,9,"['105.0350 29.329329', '106.0412 5.105105', '117.0346 52.352352', '118.0322 6.006006', '123.0441 12.412412', '133.0298 100.000000', '134.0324 21.721722', '161.0244 54.054054', '162.0268 5.205205']"
1131,Xanthohumol,ORXQGKIUCDPEAJ-YRNVUSSQSA-N,[M-H]-,MS2,353.1389,N,20,C21H22O5,354,354.1467238,CC(=CCc1c(cc(c(c1O)C(=O)/C=C/c2ccc(cc2)O)OC)O)C,"InChI=1S/C21H22O5/c1-13(2)4-10-16-18(24)12-19(26-3)20(21(16)25)17(23)11-7-14-5-8-15(22)9-6-14/h4-9,11-12,22,24-25H,10H2,1-3H3/b11-7+",O=C(C=CC1=CC=C(O)C=C1)C=2C(OC)=CC(O)=C(C2O)CC=C(C)C,1230.6,7,"['119.0503 23.923924', '233.0817 68.268268', '234.0848 6.806807', '295.0605 2.902903', '353.1389 100.000000', '354.1419 15.415415', '355.1446 2.102102']"
