smile,rt
CN=C(O)CSP(=S)(OC)OC,999.0
COC(=O)C(Cc1ccccc1)N=C(O)C(N)CC(=O)O,999.0
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,999.0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,999.0
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,999.0
COc1cc(OC)nc(N=C(O)NS(=O)(=O)c2cc(N=CO)ccc2C(=O)N(C)C)n1,999.0
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,999.0
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,999.0
CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC,999.0
CCC(CO)NCCNC(CC)CO,999.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,999.0
CCCCCCCCCC[N+](C)(C)[O-],999.0
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,999.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,999.0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,999.0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,999.0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,999.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,999.0
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,999.0
CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,999.0
O=S(=O)(O)NC1CCCCC1,999.0
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,999.0
COC(=O)C(Cc1ccccc1)N=C(O)C(CC(=O)O)NCCC(C)(C)C,999.0
O=S1(=O)N=C(O)c2ccccc21,999.0
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,999.0
Clc1cccc(N2CCNCC2)c1,999.0
FC(F)(F)c1cccc(N2CCNCC2)c1,999.0
c1ccc(CN2CCNCC2)cc1,999.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,999.0
CC(N)Cc1ccccc1,999.0
CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2,999.0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,999.0
CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1,999.0
CNC1(c2ccccc2Cl)CCCCC1=O,999.0
CNC(C)C(=O)c1ccc(C)cc1,999.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,999.0
CNC(C)Cc1ccccc1,999.0
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,999.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,999.0
CNCCC(Oc1ccccc1C)c1ccccc1,999.0
CC(O)=NCCCS(=O)(=O)O,999.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,999.0
CCN1CCCC1CN=C(O)c1cc(S(=O)(=O)CC)c(N)cc1OC,999.0
O=C(O)C(c1ccccc1Cl)N1CCc2sccc2C1,999.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,999.0
c1ccc(C2CN3CCSC3=N2)cc1,999.0
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,999.0
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,999.0
CC(=O)OC1C(C)OC(n2cc(F)c(=N)nc2O)C1OC(C)=O,999.0
CN(CC(O)CO)C(=O)c1c(I)c(N=C(O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,999.0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,999.0
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,999.0
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,999.0
O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,999.0
OC(=Nc1cc(Cl)c(F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,999.0
CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],999.0
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,999.0
COc1cccc(C(O)=NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,999.0
Cc1ccc(C(C)N=C(O)C(N=C(O)OC(C)C)C(C)C)cc1,999.0
CN=C(O)Oc1cc(C)c(SC)c(C)c1,999.0
OC(=Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,999.0
COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,999.0
CCOC(O)=NCCOc1ccc(Oc2ccccc2)cc1,999.0
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],999.0
CN=C(O)ON=C(C)SC,999.0
N#CCN=C(O)c1cnccc1C(F)(F)F,999.0
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,999.0
CCCOC(O)=NCCCN(C)C,999.0
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,999.0
CC1=NN=C(O)N(N=Cc2cccnc2)C1,999.0
O=c1c2c(nc(O)n1C1CCCCC1)CCC2,999.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,999.0
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,999.0
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,999.0
CN=C(O)Oc1cc(C)c(S(C)=O)c(C)c1,999.0
N#CN=C1SCCN1Cc1ccc(Cl)nc1,999.0
N=C(O)N=C1SCCN1Cc1ccc(Cl)nc1,999.0
OC1=NCCN1Cc1ccc(Cl)nc1,999.0
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,999.0
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,999.0
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,999.0
OC(=Nc1ccc(Cl)c(Cl)c1)Nc1ccc(Cl)cc1,999.0
C=C1C(O)=NC(C)C(O)=NC(CC(C)C)C(O)=NC(C(=O)O)C(C)C(O)=NC(CCCNC(=N)N)C(O)=NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(O)=NC(C(=O)O)CCC(=O)N1C,999.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,999.0
Oc1ccc(Cl)cc1,999.0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,999.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCCCC,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC,999.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)CO,999.0
CCCCCCC=CCCCCCCCC(=O)OCC(O)CO,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,999.0
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,999.0
CCCCCCCCCCCCCCCCCCCC(=O)O,999.0
CCCCCCCCCCCCCCCCCCCCCC(=O)O,999.0
CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,999.0
CC(C)C(C)C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,999.0
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CCCCCCCCCCCCCC=CC(O)C(CO)N=C(O)CCCCCCCCCCCCCCCCC,999.0
CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,999.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CCCCCCCCC=CCCCCCCCCCC(=O)O,999.0
CCCCCCC=CCCCCCCCCCC(=O)O,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,999.0
CCCCCCCCCCCCCC=CC(O)C(N)CO,999.0
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,999.0
CCCCCCCCC=CCCCCCCCCCCCC(=O)O,999.0
C[N+](C)(C)CC(O)CC(=O)[O-],999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,999.0
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,999.0
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,999.0
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,999.0
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,999.0
CCCCCC=CCC=CCCCCCCCC(=O)O,999.0
CCC=CCC=CCC=CCCCCCCCC(=O)O,999.0
C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,999.0
CCCCCCCCCCCCCCCCC(=O)O,999.0
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,999.0
CCCCC=CCCCCCCCC(=O)O,999.0
CCCCCCCCCCCCCC(=O)O,999.0
CCCCCCCC(=O)O,999.0
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,999.0
CCCCCCCCC=CCCCCCCCC(=O)O,999.0
CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
CCCCCCCCCCCCCCCC(=O)O,999.0
CCCCCCC=CCCCCCCCC(=O)O,999.0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,999.0
NC(COP(=O)(O)O)C(=O)O,999.0
CCCCCCCCCCCCCCCCCC(=O)O,999.0
CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
NC(CF)(C(=O)O)C(O)CCc1ccccc1,999.0
CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,999.0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,999.0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,999.0
Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,999.0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,999.0
O=C(O)c1cc(O)cc(O)c1,999.0
O=C(O)c1ccc(O)cc1,999.0
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O,999.0
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,999.0
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,999.0
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,999.0
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,999.0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,999.0
Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,999.0
O=c1ccc2cc(O)c(O)cc2o1,999.0
COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O,999.0
COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O,999.0
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,999.0
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C4C2c3cc(O)cc4c3C(c3cc(O)cc(O)c3C2c2ccc(O)cc2)C(c2ccc(O)cc2)O4)cc1,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,999.0
COc1cc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)ccc1O,999.0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,999.0
COC(=O)c1cc(O)c(O)c(O)c1,999.0
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,999.0
O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21,999.0
O=C(O)C=Cc1ccccc1O,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(=O)oc4cc(O)cc(c34)O2)cc(OC)c1O,999.0
Oc1ccc(C2c3c(O)cc(O)cc3C3C(c4ccc(O)cc4)c4c(O)cc(O)cc4C23)cc1,999.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,999.0
Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,999.0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,999.0
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,999.0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=c1c(OC2OC(C(O)CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
COc1cc(C(=O)O)cc(OC)c1O,999.0
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,999.0
O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O,999.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O,999.0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1,999.0
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,999.0
COC1OC(C(=O)O)C(O)C(O)C1O,999.0
COC(=O)C1=COC(O)C2C(CO)=CCC12,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C(=O)[O-])[o+]c4cc(O)cc(c34)O2)cc(OC)c1O,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-],999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C)[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-],999.0
CCOC(=O)c1cc(O)c(O)c(O)c1,999.0
O=C(Oc1cc(O)cc2c1CC(O)C(c1ccc(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,999.0
CC1=CCCC(C)(C)C12CCC(C)O2,999.0
CC(C)=C1CCC(C)CC1=O,999.0
NCCCN,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,999.0
NCCCCN,999.0
CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O,999.0
O=C(O)Cc1c[nH]c2ccccc12,999.0
O=C(O)c1c(O)cccc1O,999.0
N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1,999.0
O=C(O)C(=O)C(O)C(O)C(O)CO,999.0
O=C(O)CCC(=O)C(=O)O,999.0
C=Cc1ccc(O)c(OC)c1,999.0
CCC(C)C(=O)O,999.0
CCC(C)CN,999.0
CC(C)C(=O)OCCOc1ccccc1,999.0
OC1=NCCC1,999.0
CCOc1cc(C=O)ccc1O,999.0
CC(O)(CC(=O)O)CC(=O)O,999.0
O=Cc1cccc(O)c1,999.0
Cc1c[nH]c2ccccc12,999.0
CC(=O)CCc1ccc(O)cc1,999.0
Nc1ccc(C(=O)O)cc1,999.0
CN(C)c1ccc(C=CC=O)cc1,999.0
O=c1cc(O)oc2ccccc12,999.0
Cc1cc(=O)oc2cc(O)ccc12,999.0
Oc1ccc(C=Cc2ccccc2)cc1,999.0
O=Cc1ccc(CO)o1,999.0
O=C(O)C(O)C(O)C(O)C(=O)CO,999.0
Cc1ccc(C=O)o1,999.0
COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,999.0
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,999.0
COc1cc(C(C)=O)ccc1O,999.0
CC(O)=NC(CS)C(=O)O,999.0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,999.0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,999.0
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O,999.0
O=C(O)CCCCC(=O)O,999.0
OCC(O)C(O)C(O)CO,999.0
N=C(N)NCCCCN,999.0
CC(N)C(=O)O,999.0
OCC1OC(O)C(O)C(O)C1O,999.0
N=C(O)CCCCC1CCSS1,999.0
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,999.0
O=CC(O)C(O)C(O)C(O)CO,999.0
Oc1ccc(C=C2c3cc(O)cc(O)c3C(c3ccc(O)cc3)C2c2cc(O)cc(O)c2)cc1,999.0
COc1ccc(C=O)cc1,999.0
Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2C(c3ccc(O)cc3)c3c(O)cc5c(c3C2C4c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1,999.0
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,999.0
Nc1ccccc1C(=O)O,999.0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,999.0
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12,999.0
O=CC(O)C(O)C(O)CO,999.0
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,999.0
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,999.0
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1,999.0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,999.0
CCCCCCCCCCCCCCCCCCCCCC(=O)O,999.0
O=C(O)c1ccccc1,999.0
O=C(c1ccccc1)c1ccccc1,999.0
O=C(OCc1ccccc1)c1ccccc1,999.0
C[N+](C)(C)CC(=O)[O-],999.0
O=C(O)c1ccc(O)cc1O,999.0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,999.0
C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,999.0
CC1=C(C=CC(C)O)C(C)(C)CCC1,999.0
O=C(O)CCCCC1SCC2N=C(O)NC21,999.0
CCCCCCCCCCCCCCCCCC(=O)OCCCC,999.0
NCCCCCN,999.0
O=C(O)C=Cc1ccc(O)c(O)c1,999.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,999.0
CC12CCC(CC1=O)C2(C)C,999.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,999.0
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,999.0
CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
C[N+](C)(C)CCO,999.0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,999.0
O=C(O)C=Cc1ccccc1,999.0
CCCCCCCCC=CCCCCCCCCCC(=O)O,999.0
CC(O)(CC(=O)O)C(=O)O,999.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,999.0
CC(C)=CCCC(C)CCOC1(O)C(O)OC(CO)C(O)C1O,999.0
COc1cc(C=CCO)ccc1O,999.0
COc1cc(C=CC=O)ccc1O,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC(O)(C(=O)O)CC1O,999.0
CC(C)c1ccc(C=O)cc1,999.0
[O-]c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)c(O)c1,999.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
