stage4_index,dataset_group,dataset_name,source_file,source_row,record_id,name,origin_smiles,taut_smiles,rt,formula,inchikey,canonical_smiles,taut_changed,taut_fallback,taut_reason,smrt_exact_overlap
486,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,6,FEM_lipids_72_6,,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,528.0,C21H40O4,RZRNAYUHWVFMIP-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,0.0,0,ok,0
487,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,7,FEM_lipids_72_7,,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,354.0,C24H50NO7P,ASWBNKHCZGQVJV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,0.0,0,ok,0
488,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,8,FEM_lipids_72_8,,CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,114.0,C27H46O2,IOWMKBFJCNLRTC-UHFFFAOYSA-N,CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
489,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,9,FEM_lipids_72_9,,CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,552.0,C27H48,XIIAYQZJNBULGD-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,0.0,0,ok,0
490,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,10,FEM_lipids_72_10,,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,834.0,C20H40O2,VKOBVWXKNCXXDE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
491,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,11,FEM_lipids_72_11,,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,948.0,C22H44O2,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
492,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,12,FEM_lipids_72_12,,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,756.0,C35H60O6,NPJICTMALKLTFW-UHFFFAOYSA-N,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,0.0,0,ok,0
493,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,13,FEM_lipids_72_13,,CC(C)C(C)C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)C(C)C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,906.0,C28H46O,OILXMJHPFNGGTO-UHFFFAOYSA-N,CC(C)C(C)C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
494,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,14,FEM_lipids_72_14,,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,996.0,C29H50O,KZJWDPNRJALLNS-UHFFFAOYSA-N,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,0.0,0,ok,0
495,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,15,FEM_lipids_72_15,,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,324.0,C23H45NO4,XOMRRQXKHMYMOC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.0,0,ok,0
496,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,16,FEM_lipids_72_16,,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,72.0,C9H17NO4,RDHQFKQIGNGIED-UHFFFAOYSA-N,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.0,0,ok,0
497,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,17,FEM_lipids_72_17,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,132.0,C24H40O5,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.0,0,ok,0
498,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,18,FEM_lipids_72_18,,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,960.0,C28H48O,SGNBVLSWZMBQTH-UHFFFAOYSA-N,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
499,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,19,FEM_lipids_72_19,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,192.0,C24H40O4,RUDATBOHQWOJDD-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
500,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,20,FEM_lipids_72_20,,CCCCCCCCCCCCCC=CC(O)C(CO)N=C(O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCC,1164.0,C36H71NO3,VODZWWMEJITOND-UHFFFAOYSA-N,CCCCCCCCCCCCCC=CC(O)C(CO)N=C(O)CCCCCCCCCCCCCCCCC,1.0,0,ok,0
501,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,21,FEM_lipids_72_21,,CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,768.0,C27H46O2,PRYIJAGAEJZDBO-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,0.0,0,ok,0
502,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,22,FEM_lipids_72_22,,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,678.0,C27H48O,QYIXCDOBOSTCEI-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
503,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,23,FEM_lipids_72_23,,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,918.0,C27H46O,HVYWMOMLDIMFJA-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
504,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,24,FEM_lipids_72_24,,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,732.0,C20H38O2,BITHHVVYSMSWAG-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCCCC(=O)O,0.0,0,ok,0
505,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,25,FEM_lipids_72_25,,CCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCCCC(=O)O,618.0,C18H34O2,UWHZIFQPPBDJPM-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCCCC(=O)O,0.0,0,ok,0
506,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,26,FEM_lipids_72_26,,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,210.0,C24H40O4,KXGVEGMKQFWNSR-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0.0,0,ok,0
507,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,27,FEM_lipids_72_27,,CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,828.0,C27H44O,AVSXSVCZWQODGV-UHFFFAOYSA-N,CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
508,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,28,FEM_lipids_72_28,,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,504.0,C22H32O2,MBMBGCFOFBJSGT-UHFFFAOYSA-N,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,0.0,0,ok,0
509,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,29,FEM_lipids_72_29,,CCCCCCCCCCCCCC=CC(O)C(N)CO,CCCCCCCCCCCCCC=CC(O)C(N)CO,258.0,C18H37NO2,WWUZIQQURGPMPG-UHFFFAOYSA-N,CCCCCCCCCCCCCC=CC(O)C(N)CO,0.0,0,ok,0
510,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,30,FEM_lipids_72_30,,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,852.0,C28H44O,DNVPQKQSNYMLRS-UHFFFAOYSA-N,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,0.0,0,ok,0
511,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,31,FEM_lipids_72_31,,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,840.0,C22H42O2,DPUOLQHDNGRHBS-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,0.0,0,ok,0
512,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,32,FEM_lipids_72_32,,C[N+](C)(C)CC(O)CC(=O)[O-],C[N+](C)(C)CC(O)CC(=O)[O-],72.0,C7H15NO3,PHIQHXFUZVPYII-UHFFFAOYSA-N,C[N+](C)(C)CC(O)CC(=O)[O-],0.0,0,ok,0
513,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,33,FEM_lipids_72_33,,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,96.0,C26H43NO6,RFDAIACWWDREDC-UHFFFAOYSA-N,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1.0,0,ok,0
514,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,34,FEM_lipids_72_34,,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,114.0,C26H43NO5,GHCZAUBVMUEKKP-UHFFFAOYSA-N,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.0,0,ok,0
515,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,35,FEM_lipids_72_35,,CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,126.0,C26H43NO5,WVULKSPCQVQLCU-UHFFFAOYSA-N,CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1.0,0,ok,0
516,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,36,FEM_lipids_72_36,,CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,174.0,C26H43NO4,XBSQTYHEGZTYJE-UHFFFAOYSA-N,CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1.0,0,ok,0
517,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,37,FEM_lipids_72_37,,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,1416.0,C57H98O6,HBOQXIRUPVQLKX-UHFFFAOYSA-N,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,0.0,0,ok,0
518,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,38,FEM_lipids_72_38,,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1452.0,C57H104O6,PHYFQTYBJUILEZ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,0.0,0,ok,0
519,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,39,FEM_lipids_72_39,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1452.0,C51H98O6,PVNIQBQSYATKKL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.0,0,ok,0
520,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,40,FEM_lipids_72_40,,CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1452.0,C51H92O6,SKGWNZXOCSYJQL-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,0.0,0,ok,0
521,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,41,FEM_lipids_72_41,,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1494.0,C57H110O6,DCXXMTOCNZCJGO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,0.0,0,ok,0
522,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,42,FEM_lipids_72_42,,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,90.0,C26H43NO5,GHCZAUBVMUEKKP-UHFFFAOYSA-N,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.0,0,ok,0
523,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,43,FEM_lipids_72_43,,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,126.0,C24H40O4,DGABKXLVXPYZII-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
524,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,44,FEM_lipids_72_44,,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,900.0,C30H50O,CAHGCLMLTWQZNJ-UHFFFAOYSA-N,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,0.0,0,ok,0
525,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,45,FEM_lipids_72_45,,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,336.0,C24H40O3,SMEROWZSTRWXGI-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
526,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,46,FEM_lipids_72_46,,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1068.0,C24H48O2,QZZGJDVWLFXDLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
527,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,47,FEM_lipids_72_47,,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,534.0,C18H32O2,OYHQOLUKZRVURQ-UHFFFAOYSA-N,CCCCCC=CCC=CCCCCCCCC(=O)O,0.0,0,ok,0
528,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,48,FEM_lipids_72_48,,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,468.0,C18H30O2,DTOSIQBPPRVQHS-UHFFFAOYSA-N,CCC=CCC=CCC=CCCCCCCCC(=O)O,0.0,0,ok,0
529,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,49,FEM_lipids_72_49,,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,912.0,C30H50O,MQYXUWHLBZFQQO-UHFFFAOYSA-N,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,0.0,0,ok,0
530,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,50,FEM_lipids_72_50,,CCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCC(=O)O,660.0,C17H34O2,KEMQGTRYUADPNZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
531,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,51,FEM_lipids_72_51,,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,114.0,C24H40O5,DKPMWHFRUGMUKF-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,0.0,0,ok,0
532,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,52,FEM_lipids_72_52,,CCCCC=CCCCCCCCC(=O)O,CCCCC=CCCCCCCCC(=O)O,396.0,C14H26O2,YWWVWXASSLXJHU-UHFFFAOYSA-N,CCCCC=CCCCCCCCC(=O)O,0.0,0,ok,0
533,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,53,FEM_lipids_72_53,,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,480.0,C14H28O2,TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
534,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,54,FEM_lipids_72_54,,CCCCCCCC(=O)O,CCCCCCCC(=O)O,84.0,C8H16O2,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,0.0,0,ok,0
535,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,55,FEM_lipids_72_55,,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,450.0,C30H48O3,MIJYXULNPSFWEK-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0.0,0,ok,0
536,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,56,FEM_lipids_72_56,,CCCCCCCCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,618.0,C18H34O2,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)O,0.0,0,ok,0
537,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,57,FEM_lipids_72_57,,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,348.0,C25H47NO4,IPOLTUVFXFHAHI-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.0,0,ok,0
538,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,58,FEM_lipids_72_58,,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,594.0,C16H32O2,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
539,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,59,FEM_lipids_72_59,,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,504.0,C16H30O2,SECPZKHBENQXJG-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCC(=O)O,0.0,0,ok,0
540,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,60,FEM_lipids_72_60,,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,162.0,C21H30O2,RJKFOVLPORLFTN-UHFFFAOYSA-N,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.0,0,ok,0
541,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,61,FEM_lipids_72_61,,NC(COP(=O)(O)O)C(=O)O,NC(COP(=O)(O)O)C(=O)O,894.0,C3H8NO6P,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,NC(COP(=O)(O)O)C(=O)O,0.0,0,ok,0
542,predret10,FEM_lipids_72,external_data/predret10/smiles_rt_txt/FEM_lipids_72.txt,62,FEM_lipids_72_62,,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,720.0,C18H36O2,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
